N;NOM;XL93;YL93;FROM;TO;C10C40_LD;C10C40;OUT;ECH;EP;ALT;LITHO;GEOLE;CLC;Copernic;GEOBAP;COPER_H2;GEOBAP_H2;GEO_COPER_H2;dist_basias;dist_basol;dist_centre;dist_eau;dist_route
163;DMP3;567405.58;6272997.86;0;0.5;<;20;1;E1;0.5;164;4;2;5;11;8;4;4;42;463.4613037;1446.010376;9309.830078;1184.440796;80.62257385
164;Z108P3;567410.96;6272282.47;0.5;1.5;<;20;1;E1;1;165.1215981;4;2;3;7;8;4;4;42;161.0511017;1947.371338;9834.080078;790.7591553;40
165;Z108P3;567410.96;6272282.47;0;0.5;<;20;9;E1;0.5;165.1215981;4;2;3;7;8;4;4;42;161.0511017;1947.371338;9834.080078;790.7591553;40
166;Z81P3;567411.32;6272378.98;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;213.5917969;1990.061646;9759.775391;819.3289795;22.36067963
167;Z81P3;567411.32;6272378.98;0.5;1;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;213.5917969;1990.061646;9759.775391;819.3289795;22.36067963
168;Z81P3;567411.32;6272378.98;1;3;<;20;1;E2;2;165;4;2;3;7;8;4;4;42;213.5917969;1990.061646;9759.775391;819.3289795;22.36067963
169;Z5T3;567412.63;6272325.54;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;185.9651947;1959.316406;9797.618164;791.2015991;14.14213562
170;Z5T3;567412.63;6272325.54;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;185.9651947;1959.316406;9797.618164;791.2015991;14.14213562
171;Z17T3;567412.86;6272445.42;0;0.4;=;450;1;S2;0.4;165;4;2;3;7;8;4;4;42;264.9601135;1931.250244;9708.667969;832.5863037;20
172;Z17T3;567412.86;6272445.42;0.4;1.5;<;20;1;E1;1.1;165;4;2;3;7;8;4;4;42;264.9601135;1931.250244;9708.667969;832.5863037;20
173;Z17T3;567412.86;6272445.42;1.5;1.8;<;20;1;E2;0.3;165;4;2;3;7;8;4;4;42;264.9601135;1931.250244;9708.667969;832.5863037;20
174;Z5T2;567412.92;6272334.38;0.3;1.5;<;20;1;E1;1.2;165;4;2;3;7;8;4;4;42;190.9226379;1964.553101;9790.180664;794.0402832;10
175;Z5T2;567412.92;6272334.38;0;0.3;<;20;1;S2;0.3;165;4;2;3;7;8;4;4;42;190.9226379;1964.553101;9790.180664;794.0402832;10
176;Z20T2;567418.65;6272410.35;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;242.0715942;1958.591919;9730.842773;820.7922974;10
177;Z20T2;567418.65;6272410.35;0;0.5;=;25;1;E1;0.5;165;4;2;3;7;8;4;4;42;242.0715942;1958.591919;9730.842773;820.7922974;10
178;Z20T5;567421.52;6272436.72;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;264.9601135;1931.250244;9708.667969;832.5863037;20
179;Z20T5;567421.52;6272436.72;0;0.5;=;50;1;E1;0.5;165;4;2;3;7;8;4;4;42;264.9601135;1931.250244;9708.667969;832.5863037;20
180;Z20T1;567421.76;6272428.3;0.5;1.5;=;55;1;E1;1;165;4;2;3;7;8;4;4;42;263.6426697;1936.251831;9709.320313;819.3900146;30
181;Z20T1;567421.76;6272428.3;1.5;2.1;=;70;1;E2;0.6;165;4;2;3;7;8;4;4;42;263.6426697;1936.251831;9709.320313;819.3900146;30
182;Z20T1;567421.76;6272428.3;0;0.5;=;670;1;E1;0.5;165;4;2;3;7;8;4;4;42;263.6426697;1936.251831;9709.320313;819.3900146;30
183;Z17HM17SC1;567423;6272445;0.7;1.4;<;20;1;E1;0.7;165;4;2;3;7;8;4;4;42;271.2486877;1927.127319;9701.927734;823.4682617;30
184;Z17HM17SC1;567423;6272445;0.2;0.7;=;60;1;E1;0.5;165;4;2;3;7;8;4;4;42;271.2486877;1927.127319;9701.927734;823.4682617;30
185;Z17T2;567423.28;6272481.6;1.5;2.8;NA;NA;1;E3;1.3;165;4;2;3;7;8;4;4;42;303.0667419;1890.717651;9672.40625;840.7734375;20
186;Z17T2;567423.28;6272481.6;0.5;1.5;NA;NA;1;E1;1;165;4;2;3;7;8;4;4;42;303.0667419;1890.717651;9672.40625;840.7734375;20
187;Z5P1;567423.37;6272339.01;0;0.7;<;20;1;E1;0.7;165;4;2;3;7;8;4;4;42;204.6750031;1961.348877;9776.058594;787.4642944;10
188;Z5P1;567423.37;6272339.01;0.7;1.8;<;20;1;E2;1.1;165;4;2;3;7;8;4;4;42;204.6750031;1961.348877;9776.058594;787.4642944;10
189;Z5P1;567423.37;6272339.01;1.8;3;<;20;1;E3;1.2;165;4;2;3;7;8;4;4;42;204.6750031;1961.348877;9776.058594;787.4642944;10
190;Z24T6;567428.03;6272507.12;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;328.1076965;1863.50708;9650.314453;854.7514038;10
191;Z24T6;567428.03;6272507.12;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;328.1076965;1863.50708;9650.314453;854.7514038;10
192;Z20T3;567431.7;6272411.18;0;0.5;=;140;1;E1;0.5;165;4;2;3;7;8;4;4;42;256.0130005;1950.50415;9717.399414;802.3091431;14.14213562
193;Z20T3;567431.7;6272411.18;0.5;1.5;=;45;1;E1;1;165;4;2;3;7;8;4;4;42;256.0130005;1950.50415;9717.399414;802.3091431;14.14213562
194;Z17T1;567432.32;6272445.77;0;0.5;=;30;1;E1;0.5;165;4;2;3;7;8;4;4;42;277.7550354;1923.047485;9695.193359;814.3709106;28.28427124
195;Z17T5;567433.59;6272458.17;0.4;1.5;<;20;1;E1;1.1;165;4;2;3;7;8;4;4;42;293.0608521;1904.785645;9680.413086;822.9216309;30
196;Z17T5;567433.59;6272458.17;0;0.4;=;190;1;S2;0.4;165;4;2;3;7;8;4;4;42;293.0608521;1904.785645;9680.413086;822.9216309;30
197;Z81P1;567433.87;6272371.72;1;3;<;20;1;E2;2;165;4;2;3;7;8;4;4;42;229.932724;1969.062378;9747.072266;787.7182007;28.28427124
198;Z81P1;567433.87;6272371.72;0;0.5;=;85;1;E1;0.5;165;4;2;3;7;8;4;4;42;229.932724;1969.062378;9747.072266;787.7182007;28.28427124
199;Z81P1;567433.87;6272371.72;0.5;1;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;229.932724;1969.062378;9747.072266;787.7182007;28.28427124
200;Z24T2;567434.85;6272505.06;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;325.2049561;1868.368774;9650.908203;841.1896362;20
201;Z24T2;567434.85;6272505.06;0;0.5;=;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;325.2049561;1868.368774;9650.908203;841.1896362;20
202;Z20T4;567434.85;6272423.36;0.5;1.5;=;35;1;E1;1;165;4;2;3;7;8;4;4;42;263.0799561;1941.343506;9709.992188;806.225769;20
203;Z20T4;567434.85;6272423.36;0;0.5;=;120;1;E1;0.5;165;4;2;3;7;8;4;4;42;263.0799561;1941.343506;9709.992188;806.225769;20
204;Z17T6;567435.08;6272472.46;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;300.9203491;1895.667969;9673.029297;827.3451538;30
205;Z17T6;567435.08;6272472.46;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;300.9203491;1895.667969;9673.029297;827.3451538;30
206;Z24T5;567439.37;6272493.98;1.5;3;<;20;1;E3;1.5;165;4;2;3;7;8;4;4;42;317.0013428;1877.459351;9658.277344;836.4807129;22.36067963
207;Z24T5;567439.37;6272493.98;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;317.0013428;1877.459351;9658.277344;836.4807129;22.36067963
208;Z24T5;567439.37;6272493.98;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;317.0013428;1877.459351;9658.277344;836.4807129;22.36067963
209;Z24HB2SC1;567441.71;6272519.51;0.1;0.6;=;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;347.3716431;1846.020264;9629.414063;842.1995239;28.28427124
210;Z24HB2SC1;567441.71;6272519.51;0.6;1.1;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;347.3716431;1846.020264;9629.414063;842.1995239;28.28427124
211;Z24T1;567442.51;6272516.13;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;339.1145325;1855.112549;9636.77832;837.2574463;30
212;Z24T1;567442.51;6272516.13;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;339.1145325;1855.112549;9636.77832;837.2574463;30
213;Z17T4;567443.61;6272461.34;0.5;1.5;=;55;1;E1;1;165;4;2;3;7;8;4;4;42;299.4272156;1900.710449;9673.673828;813.94104;20
214;Z17T4;567443.61;6272461.34;0;0.5;=;490;1;E1;0.5;165;4;2;3;7;8;4;4;42;299.4272156;1900.710449;9673.673828;813.94104;20
215;Z5P2;567444.28;6272336.62;0.7;1.8;<;20;1;E2;1.1;165;4;2;3;7;8;4;4;42;202.695282;1944.436523;9762.697266;768.4400024;14.14213562
216;Z5P2;567444.28;6272336.62;0;0.7;=;20;1;E1;0.7;165;4;2;3;7;8;4;4;42;202.695282;1944.436523;9762.697266;768.4400024;14.14213562
217;Z81P2;567446.5;6272373.19;1.1;3;<;20;1;E2;1.9;165;4;2;3;7;8;4;4;42;229.9360199;1960.683228;9740.378906;778.331543;22.36067963
218;Z81P2;567446.5;6272373.19;0.6;1.1;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;229.9360199;1960.683228;9740.378906;778.331543;22.36067963
219;Z5T1;567446.47;6272323.46;0.3;0.8;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;185.0096588;1933.788208;9777.599609;762.4302979;14.14213562
220;Z5T1;567446.47;6272323.46;0.8;1.5;<;20;1;E2;0.7;165;4;2;3;7;8;4;4;42;185.0096588;1933.788208;9777.599609;762.4302979;14.14213562
221;Z5T1;567446.47;6272323.46;1.5;2.3;<;20;1;E2;0.8;165;4;2;3;7;8;4;4;42;185.0096588;1933.788208;9777.599609;762.4302979;14.14213562
222;Z17HM17SC2;567446.89;6272451.56;0.1;0.6;=;230;1;E1;0.5;165;4;2;3;7;8;4;4;42;291.8702698;1909.856567;9681.066406;809.5678101;20
223;Z17HM17SC2;567446.89;6272451.56;0.6;1.1;=;100;1;E1;0.5;165;4;2;3;7;8;4;4;42;291.8702698;1909.856567;9681.066406;809.5678101;20
224;Z81P4;567451.15;6272352.2;0;0.6;<;20;1;E1;0.6;165;4;2;3;7;8;4;4;42;211.6926422;1949.815796;9755.253906;771.6216431;22.36067963
225;Z81P4;567451.15;6272352.2;0.6;1.9;<;20;1;E2;1.3;165;4;2;3;7;8;4;4;42;211.6926422;1949.815796;9755.253906;771.6216431;22.36067963
226;Z24T3;567453.03;6272504.69;0;0.5;=;100;1;E1;0.5;165;4;2;3;7;8;4;4;42;336.9009705;1860.10376;9637.394531;823.6503906;22.36067963
227;Z24T3;567453.03;6272504.69;0.5;1.5;=;70;1;E1;1;165;4;2;3;7;8;4;4;42;336.9009705;1860.10376;9637.394531;823.6503906;22.36067963
228;Z24T4;567455.35;6272516.86;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;353.042572;1841.869385;9622.649414;833.5466309;30
229;Z24T4;567455.35;6272516.86;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;353.042572;1841.869385;9622.649414;833.5466309;30
230;Z24T4;567455.35;6272516.86;1.5;1.9;<;20;1;E2;0.4;165;4;2;3;7;8;4;4;42;353.042572;1841.869385;9622.649414;833.5466309;30
231;Z108P4;567466.04;6272289.96;0;0.6;<;20;1;E1;0.6;165;4;2;3;7;8;4;4;42;149.0884857;1901.009033;9786.698242;734.9829712;50
232;Z108P4;567466.04;6272289.96;0;2;<;20;9;E1;2;165;4;2;3;7;8;4;4;42;149.0884857;1901.009033;9786.698242;734.9829712;50
233;Z108P4;567466.04;6272289.96;2;3;<;20;1;E3;1;165;4;2;3;7;8;4;4;42;149.0884857;1901.009033;9786.698242;734.9829712;50
234;Z5P3;567466.32;6272323.39;0;0.6;<;20;1;E1;0.6;165;4;2;3;7;8;4;4;42;176.1038818;1916.841309;9764.28125;743.3034668;31.62277603
235;Z5P3;567466.32;6272323.39;0.6;1.7;<;20;1;E2;1.1;165;4;2;3;7;8;4;4;42;176.1038818;1916.841309;9764.28125;743.3034668;31.62277603
236;J1T2;567471.87;6272363.6;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;210.281189;1930.115601;9727.785156;746.7261963;22.36067963
237;J1T2;567471.87;6272363.6;1.5;1.9;<;20;1;E2;0.4;165;4;2;3;7;8;4;4;42;210.281189;1930.115601;9727.785156;746.7261963;22.36067963
238;J1T1;567479.63;6272361.54;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;210.281189;1930.115601;9727.785156;746.7261963;22.36067963
239;J1T1;567479.63;6272361.54;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;210.281189;1930.115601;9727.785156;746.7261963;22.36067963
240;J1T1;567479.63;6272361.54;1.5;2.4;<;20;1;E2;0.9;165;4;2;3;7;8;4;4;42;210.281189;1930.115601;9727.785156;746.7261963;22.36067963
241;Z124P1;567485.65;6272463.84;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;305.6046143;1884.852417;9646.774414;778.267334;20
242;Z124P1;567485.65;6272463.84;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;305.6046143;1884.852417;9646.774414;778.267334;20
243;Z19T2;567488.77;6272420.98;0;0.5;=;30;1;E1;0.5;165;4;2;3;7;8;4;4;42;266.2340698;1921.789429;9676.457031;760.5918579;28.28427124
244;Z19T2;567488.77;6272420.98;0.5;1;=;95;1;E1;0.5;165;4;2;3;7;8;4;4;42;266.2340698;1921.789429;9676.457031;760.5918579;28.28427124
245;Z81P5;567488.95;6272340.88;0.6;1.6;<;20;1;E2;1;165;4;2;3;7;8;4;4;42;188.2906647;1910.790771;9736.043945;730.5477295;40
246;Z81P5;567488.95;6272340.88;0;0.6;=;30;9;E1;0.6;165;4;2;3;7;8;4;4;42;188.2906647;1910.790771;9736.043945;730.5477295;40
247;Z19T1;567490.83;6272403.72;0.5;1.5;=;60;1;E1;1;165;4;2;3;7;8;4;4;42;246.6247711;1940.303589;9691.326172;752.3961792;20
248;Z19T1;567490.83;6272403.72;1.5;2.5;=;20;1;E2;1;165;4;2;3;7;8;4;4;42;246.6247711;1940.303589;9691.326172;752.3961792;20
249;Z19T1;567490.83;6272403.72;0;0.5;=;140;1;E1;0.5;165;4;2;3;7;8;4;4;42;246.6247711;1940.303589;9691.326172;752.3961792;20
250;Z124P3;567509.94;6272441.95;0;0.8;<;20;1;E1;0.8;165;4;2;3;7;8;4;4;42;283.0571899;1895.720337;9648.210938;751.3321533;22.36067963
251;Z124P3;567509.94;6272441.95;1.7;2.4;<;20;1;E2;0.7;165;4;2;3;7;8;4;4;42;283.0571899;1895.720337;9648.210938;751.3321533;22.36067963
252;Z18T2;567511.19;6272505.53;0;0.5;=;80;1;E1;0.5;165;4;2;3;7;8;4;4;42;342.7707214;1840.229858;9603.708984;780.3204346;28.28427124
253;Z18T2;567511.19;6272505.53;0.5;1.3;=;20;1;E1;0.8;165;4;2;3;7;8;4;4;42;342.7707214;1840.229858;9603.708984;780.3204346;28.28427124
254;Z18T3;567514.89;6272519.39;0.5;1.5;=;30;1;E1;1;165;4;2;3;7;8;4;4;42;361.9952698;1817.92041;9582.182617;782.3042603;28.28427124
255;Z18T3;567514.89;6272519.39;0;0.5;=;120;1;E1;0.5;165;4;2;3;7;8;4;4;42;361.9952698;1817.92041;9582.182617;782.3042603;28.28427124
256;Z18T1;567518.95;6272502.73;0.5;1.2;=;25;1;E1;0.7;165;4;2;3;7;8;4;4;42;342.0289001;1836.3927;9596.989258;771.7512817;30
257;Z18T1;567518.95;6272502.73;0;0.5;=;40;1;E1;0.5;165;4;2;3;7;8;4;4;42;342.0289001;1836.3927;9596.989258;771.7512817;30
258;Z124P2;567521.8;6272460.27;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;301.5993652;1869.715576;9619.96582;743.0343018;10
259;Z124P2;567521.8;6272460.27;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;301.5993652;1869.715576;9619.96582;743.0343018;10
260;Z18T4;567524.33;6272516.88;0.5;1.5;=;35;1;E1;1;165;4;2;3;7;8;4;4;42;361.5696106;1814.091187;9575.458008;773.8862915;22.36067963
261;Z18T4;567524.33;6272516.88;0;0.5;=;40;1;E1;0.5;165;4;2;3;7;8;4;4;42;361.5696106;1814.091187;9575.458008;773.8862915;22.36067963
262;Z93P1;567543.76;6272360.91;0;0.8;<;20;1;E1;0.8;165;4;2;3;7;8;4;4;42;201.6486511;1872.071045;9681.25;681.5423584;42.42640686
263;Z93P1;567543.76;6272360.91;0.8;2;<;20;1;E2;1.2;165;4;2;3;7;8;4;4;42;201.6486511;1872.071045;9681.25;681.5423584;42.42640686
264;Z21T1;567547.53;6272441.48;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;281.5836792;1881.096436;9621.490234;715.8910522;22.36067963
265;Z21T1;567547.53;6272441.48;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;281.5836792;1881.096436;9621.490234;715.8910522;22.36067963
266;Z93P2;567551.58;6272410.63;0.7;1.7;<;20;1;E2;1;165;4;2;3;7;8;4;4;42;251.6032104;1900.892456;9643.865234;702.1395874;22.36067963
267;Z93P2;567551.58;6272410.63;0;0.7;<;20;1;E1;0.7;165;4;2;3;7;8;4;4;42;251.6032104;1900.892456;9643.865234;702.1395874;22.36067963
268;Z21T2;567554.34;6272438.58;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;282.1017151;1877.555786;9614.824219;707.1068115;28.28427124
269;Z21T2;567554.34;6272438.58;1.5;2.7;<;20;1;E3;1.2;165;4;2;3;7;8;4;4;42;282.1017151;1877.555786;9614.824219;707.1068115;28.28427124
270;Z21T2;567554.34;6272438.58;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;282.1017151;1877.555786;9614.824219;707.1068115;28.28427124
271;CUVXY1P2;567557.92;6272477.32;2;3;<;20;1;E3;1;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
272;CUVXY1P2;567557.92;6272477.32;3;3.5;<;20;1;E4;0.5;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
273;Z25T2;567558.08;6272480.2;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
274;Z25T2;567558.08;6272480.2;1.5;3;=;270;1;E3;1.5;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
275;Z25T2;567558.08;6272480.2;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
276;Z21T3;567560.94;6272447.47;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;292.0783691;1868.19812;9607.369141;711.9691162;22.36067963
277;Z21T3;567560.94;6272447.47;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;292.0783691;1868.19812;9607.369141;711.9691162;22.36067963
278;CUVXY1P1;567561.18;6272477.72;2;3;<;20;1;E3;1;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
279;CUVXY1P1;567561.18;6272477.72;3;3.4;=;200;1;E4;0.4;165;4;2;3;7;8;4;4;42;322.0170288;1840.165527;9585.03418;727.1863403;14.14213562
280;CUVXY1T4;567567.36;6272475.48;2;2.8;<;20;1;E3;0.8;165;4;2;3;7;8;4;4;42;312.8235474;1845.955811;9585.798828;713.4423828;28.28427124
281;CUVXY1T4;567567.36;6272475.48;1;2;<;20;1;E2;1;165;4;2;3;7;8;4;4;42;312.8235474;1845.955811;9585.798828;713.4423828;28.28427124
282;Z25T1;567574.06;6272481.11;0.5;1.5;NA;NA;1;E1;1;165;4;2;3;7;8;4;4;42;323.8502502;1833.083008;9571.677734;710.2112427;31.62277603
283;Z25T1;567574.06;6272481.11;1.5;2.5;NA;NA;1;E2;1;165;4;2;3;7;8;4;4;42;323.8502502;1833.083008;9571.677734;710.2112427;31.62277603
284;CUVIF1T2;567577.07;6272308.14;1;1.9;=;30;1;E2;0.9;165;4;2;3;7;8;4;4;42;156.5125427;1819.154785;9698.967773;635.6885986;80.62257385
285;CUVIF1T2;567577.07;6272308.14;1.9;2.5;=;20;1;E3;0.6;165;4;2;3;7;8;4;4;42;156.5125427;1819.154785;9698.967773;635.6885986;80.62257385
286;CUVIF1T1;567577.27;6272310.78;0;0.9;=;30;1;E1;0.9;165;4;2;3;7;8;4;4;42;156.5125427;1819.154785;9698.967773;635.6885986;80.62257385
287;LC2T1;567586.13;6272391.74;0;0.5;=;110;1;E1;0.5;165;4;2;3;7;8;4;4;42;236.6756744;1856.766968;9632.279297;657.4191895;67.08203888
288;LC2T1;567586.13;6272391.74;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;236.6756744;1856.766968;9632.279297;657.4191895;67.08203888
289;LC1T1;567594.93;6272333.18;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;181.4854736;1813.881226;9670.746094;623.9390869;60.82762527
290;LC1T1;567594.93;6272333.18;0.5;1.8;<;20;1;E2;1.3;165;4;2;3;7;8;4;4;42;181.4854736;1813.881226;9670.746094;623.9390869;60.82762527
291;ZTP1;567608.6;6272239.31;0;0.8;<;20;1;E1;0.8;165;4;2;3;7;8;4;4;42;107.1138458;1755.762329;9732.138672;586.9412231;30
292;ZTP1;567608.6;6272239.31;0.8;2;<;20;1;E2;1.2;165;4;2;3;7;8;4;4;42;107.1138458;1755.762329;9732.138672;586.9412231;30
293;ZTP1;567608.6;6272239.31;0;2;<;20;1;E1;2;165;4;2;3;7;8;4;4;42;107.1138458;1755.762329;9732.138672;586.9412231;30
294;LC2T2;567616.85;6272411.94;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;263.7198792;1844.585693;9597.43457;640.078125;63.24555206
295;LC2T2;567616.85;6272411.94;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;263.7198792;1844.585693;9597.43457;640.078125;63.24555206
296;LC3T1;567617.98;6272362.04;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;216.5783386;1814.870361;9634.999023;617.4139404;50
297;LC3T1;567617.98;6272362.04;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;216.5783386;1814.870361;9634.999023;617.4139404;50
298;LC4T2;567643.75;6272431;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;292.7131348;1833.032715;9562.597656;624.3396606;40
299;LC4T2;567643.75;6272431;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;292.7131348;1833.032715;9562.597656;624.3396606;40
300;MESST1;567644.35;6272454.46;0;0.5;=;520;1;E1;0.5;165;4;2;3;7;8;4;4;42;311.3483276;1838.312256;9547.59082;635.1377563;44.72135925
301;MESST1;567644.35;6272454.46;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;311.3483276;1838.312256;9547.59082;635.1377563;44.72135925
302;LC4T1;567644.29;6272387.78;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;256.0612793;1808.594849;9592.666016;604.1522827;30
303;LC4T1;567644.29;6272387.78;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;256.0612793;1808.594849;9592.666016;604.1522827;30
304;LC3T2;567657.14;6272342.62;0;0.8;=;110;1;E1;0.8;165;4;2;3;7;8;4;4;42;217.2955933;1770.747192;9623.796875;572.7128296;10
305;LC3T2;567657.14;6272342.62;0.8;1.5;<;20;1;E2;0.7;165;4;2;3;7;8;4;4;42;217.2955933;1770.747192;9623.796875;572.7128296;10
306;MESST2;567665.35;6272459.52;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;328.1008606;1822.669556;9526.864258;624.2595825;36.05551147
307;MESST2;567665.35;6272459.52;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;328.1008606;1822.669556;9526.864258;624.2595825;36.05551147
308;BATT1;567670.43;6272309.44;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;199.3092499;1745.099487;9639.944336;551.5432739;14.14213562
309;BATT1;567670.43;6272309.44;0;0.5;=;60;1;E1;0.5;165;4;2;3;7;8;4;4;42;199.3092499;1745.099487;9639.944336;551.5432739;14.14213562
310;ZTP2;567683.57;6272219.82;0;0.6;<;20;1;E1;0.6;165.3215951;4;2;3;7;8;4;4;42;161.7175751;1677.730835;9695.3125;504.4799194;20
311;ZTP2;567683.57;6272219.82;0.6;2;<;20;1;E2;1.4;165.3215951;4;2;3;7;8;4;4;42;161.7175751;1677.730835;9695.3125;504.4799194;20
312;CUVT1T4;567687.31;6272390.26;2;2.9;<;20;1;E3;0.9;165;4;2;3;7;8;4;4;42;275.5637512;1776.880249;9566.375;569.3856201;10
313;CUVT1T4;567687.31;6272390.26;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;275.5637512;1776.880249;9566.375;569.3856201;10
314;CUVT1T1;567689.05;6272393.05;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;275.5637512;1776.880249;9566.375;569.3856201;10
315;CUVT1T1;567689.05;6272393.05;1.5;3;=;70;1;E3;1.5;165;4;2;3;7;8;4;4;42;275.5637512;1776.880249;9566.375;569.3856201;10
316;CUVT1T2;567692.56;6272397.41;1.5;2.3;<;20;1;E2;0.8;165;4;2;3;7;8;4;4;42;289.4059143;1775.196899;9552.267578;566.0388794;22.36067963
317;CUVT1T2;567692.56;6272397.41;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;289.4059143;1775.196899;9552.267578;566.0388794;22.36067963
318;MESST3;567693.25;6272468.32;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;349.9350891;1804.258545;9499.545898;606.0527954;28.28427124
319;CUVT1T3;567694.1;6272387.99;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;281.1180725;1769.004028;9559.817383;560.8029785;20
320;CUVT1T3;567694.1;6272387.99;1.5;3.2;<;20;1;E3;1.7;165;4;2;3;7;8;4;4;42;281.1180725;1769.004028;9559.817383;560.8029785;20
321;ZTP3;567716.57;6272275.38;0;0.5;<;20;1;E1;0.5;165;4;2;3;7;8;4;4;42;211.3541565;1681.171753;9637.787109;490.4079895;20
322;ZTP3;567716.57;6272275.38;1.5;2.5;<;20;1;E2;1;165;4;2;3;7;8;4;4;42;211.3541565;1681.171753;9637.787109;490.4079895;20
323;PLCT1;567737.82;6272347.87;0;0.5;=;260;1;E1;0.5;165;4;2;3;7;8;4;4;42;276.5533752;1712.854248;9563.97168;506.0632324;22.36067963
324;PLCT1;567737.82;6272347.87;0.5;1.5;<;20;1;E1;1;165;4;2;3;7;8;4;4;42;276.5533752;1712.854248;9563.97168;506.0632324;22.36067963
325;ZTP4;567740.2;6272255.78;0.7;1.7;<;20;1;E2;1;165;4;2;3;7;8;4;4;42;219.539917;1653.29541;9640.097656;464.8655701;36.05551147
