N;NOM;XL93;YL93;FROM;TO;C10C40_LD;C10C40;OUT;ECH;EP;ALT;LITHO;GEOLE;CLC;Copernic;GEOBAP;COPER_H2;GEOBAP_H2;GEO_COPER_H2;dist_basias;dist_basol;dist_centre;dist_eau;dist_route
1438;P31;571530.25;6282181.93;0.2;2.2;<;20;1;E2;2;129.6869095;6;3;13;19;4;1;2;11;348.2342529;654.3059692;3541.624512;513.5172729;143.1782074
1439;P34;571531.44;6282202.93;2.5;3;<;20;1;E3;0.5;129.9997107;6;3;13;19;4;1;2;11;368.0270386;655.6623535;3556.166504;509.901947;161.5549469
1440;P20;571534.91;6282142.87;2;3;=;170;9;E3;1;129.0769878;6;3;13;19;4;1;2;11;307.222229;643.4241943;3505.772705;529.5280762;102.9562988
1441;P51;571540.16;6282283.89;0.2;2.3;<;20;1;E2;2.1;130.1172204;6;3;13;19;4;1;2;11;357.1517639;657.291626;3608.124268;506.3595581;140.3566895
1442;P26;571540.02;6282155.83;0;2;<;20;1;E1;2;129.2733854;6;3;13;19;4;1;2;11;317.1338806;643.4151611;3512.997314;527.7310181;111.8033981
1443;P19;571541.9;6282141.81;2;3;=;120;9;E3;1;129.0783988;6;3;13;19;4;1;2;11;306.0351257;633.4245605;3498.858887;539.3514404;98.4885788
1444;P21;571548.99;6282151.75;0.2;1.8;<;20;1;E1;1.6;129.2783958;6;3;13;19;4;1;2;11;315.9840088;633.4154053;3506.0979;537.5872192;107.7032928
1445;P25;571550.13;6282167.75;1.2;3;=;130;9;E3;1.8;129.6784049;6;3;13;19;4;1;2;11;335.8908997;633.8705444;3520.616455;534.6026611;126.4911041
1446;P52;571552.46;6282316.79;0;1.2;=;30;9;E1;1.2;131.4423987;6;3;13;19;4;1;2;11;330.6583862;647.3406372;3624.519043;514.2956543;98.4885788
1447;P24;571558.22;6282177.68;1.5;3;=;55;9;E3;1.5;129.8784019;6;3;13;19;4;1;2;11;345.084198;624.3494873;3521.053711;543.3231201;133.4166412
1448;P23;571570.22;6282176.58;0.2;1.2;<;20;1;E1;1;129.8784019;6;3;13;19;4;1;2;11;344.6086121;614.3649292;3514.227051;553.1726685;130
1449;P17;571572.77;6282125.53;0.2;2;<;20;1;E2;1.8;128.6784049;6;3;13;19;4;1;2;11;284.4234314;603.9419556;3463.685059;572.7128296;70.7106781
1450;P54;571579.99;6282262.52;2;3;<;20;1;E3;1;130.8619212;6;3;13;19;4;1;2;11;323.7723999;614.1526489;3566.459229;549.1812134;114.01754
1451;P18;571583.03;6282154.45;1.2;3;=;65;9;E3;1.8;129.2783958;6;3;13;19;4;1;2;11;314.5375977;593.4164429;3478.650635;577.0615234;94.86833191
1452;P4;571599.15;6282392.41;0.2;3;=;20;9;E2;2.8;133.1035984;6;3;13;19;4;1;2;11;290.1065063;632.5319824;3651.107178;524.9761963;20
1453;P53;571600.43;6282311.36;0.2;1.2;<;20;1;E1;1;132.7553335;6;3;13;19;4;1;2;11;292.4629517;606.1266479;3590.559326;554.6170044;85.44004059
1454;P16;571610.55;6282099.18;0.2;2.8;<;20;1;E2;2.6;128.5540535;6;3;13;19;4;1;2;11;265.9622192;575.2087402;3428.529297;606.3826904;41.23105621
1455;P13;571618.09;6282159.14;0.8;2.5;<;20;9;E2;1.7;129.1999755;6;3;13;19;4;1;2;11;326.7082825;563.5845337;3465.578613;605.3098145;94.86833191
1456;P7;571630.44;6282311.1;0.2;3;=;100;9;E2;2.8;133.6682877;6;3;13;19;4;1;2;11;262.9269409;577.3088379;3570.858887;581.8075562;58.30952072
1457;P9;571637.01;6282263.02;0.2;3;<;20;1;E2;2.8;132.9208004;6;3;13;19;4;1;2;11;267.2462769;555.3156738;3526.59375;608.2762451;58.30952072
1458;P1;571644.99;6282372.99;0;2.5;<;20;1;E2;2.5;134.0585298;6;3;13;19;4;1;2;11;238.6733704;578.6881104;3603.557617;578.7054443;22.36067963
1459;P15;571645.7;6282114.88;0.2;1.5;<;20;1;E1;1.3;129;6;3;13;19;4;1;2;11;282.8644409;534.5853271;3408.490723;643.2728882;40
1460;P6;571657.47;6282313.86;0.5;3;<;20;1;E2;2.5;134.3819942;6;3;13;19;4;1;2;11;233.5092621;548.6177979;3551.30249;609.2618408;30
1461;P8;571668.09;6282269.75;0.2;2.2;<;20;1;E2;2;134.1259699;6;3;13;19;4;1;2;11;235.6798248;528.2612305;3514.439941;635.059082;28.28427124
1462;P10;571671.72;6282227.7;0.2;3;=;30;1;E2;2.8;133.2942954;6;3;13;19;4;1;2;11;244.8742065;510.4295349;3477.675293;653.0697021;28.28427124
1463;P14;571675.51;6282204.65;0.4;1.2;<;20;1;E1;0.8;131.9634885;6;3;13;6;4;3;2;31;261.8743591;506.3329773;3455.126709;657.6473389;31.62277603
1464;P57;571680.89;6282134.58;0.2;1.7;<;20;1;E1;1.5;129;6;3;13;6;4;3;2;31;309.3208313;503.6410522;3402.960693;669.1038818;50
1465;P59;571702.99;6282144.38;1.2;3;<;20;1;E3;1.8;130.733253;6;3;13;19;4;1;2;11;282.1414185;473.4328918;3390.334229;697.2087402;28.28427124
1466;0310047H_SLU01;573464.996;6280327.709;0;0.05;<;20;1;S2;0.05;137.9491705;6;3;2;15;7;2;3;21;104.7571335;442.1641541;874.8816528;331.0588989;72.11102295
1467;0310051M_SLE09;574804.4668;6277656.614;0;0.05;<;20;1;S2;0.05;144.3819942;6;3;2;1;7;3;3;31;123.0520859;479.1130676;2124.27002;813.94104;10
1468;0310056T_SLE03;575328.6447;6279781.097;0;0.05;<;20;1;S2;0.05;149.7820033;18;6;1;21;6;2;3;21;48.79402161;1037.010254;1374.20813;0;10
1469;0310056T_SLE04;575189.3824;6279529.152;0;0.05;<;20;1;S2;0.05;148;18;6;1;9;6;4;3;41;68.36180878;1254.022461;1226.185059;180;0
1470;0310171T_0310431A_SLU02;565914.3568;6280683.263;0;0.05;<;12;1;S2;0.05;181.1215981;2;1;2;2;7;3;3;32;1289.482422;771.9585571;8117.287109;2602.095215;20
1471;0310211L_SLE05;576357.5216;6277257.815;0;0.05;<;20;1;S2;0.05;153.8604021;15;5;2;15;7;2;3;22;223.5190735;1012.241272;3354.079102;538.237854;41.23105621
1472;0310211L_SLE06;576175.9647;6276413.61;0;0.05;<;20;1;S2;0.05;148.8862928;3;2;9;16;5;2;2;22;267.4493103;980.256958;3890.673096;41.23105621;28.28427124
1473;0310216S_SLU01;574576.8627;6279649.776;0;0.05;<;20;1;S2;0.05;143;18;6;1;9;6;4;3;41;33.57463837;1213.664307;614.9298706;740.9453125;0
1474;0310221X_SLU01;573568.7301;6281513.961;0;0.05;=;25;9;S2;0.05;139.582005;6;3;2;2;7;3;3;31;50.0513382;177.83638;1941.321533;629.6824341;10
1475;0310231H-0312077P_SLU01;576374.9127;6277276.602;0;0.05;<;12;1;S2;0.05;154.6604043;15;5;2;15;7;2;3;22;216.6138916;995.9082031;3354.460938;566.0388794;14.14213562
1476;0310244X_SLE04;573045.8097;6280007.783;0;0.05;<;20;1;S2;0.05;136;6;3;2;9;7;4;3;41;103.605484;194.4642334;1000.062561;28.28427124;0
1477;0310244X_SLE05;573266.2968;6279681.36;0;0.05;<;20;1;S2;0.05;135.2680317;7;4;1;2;6;3;3;31;86.21169281;276.6281433;699.951355;76.1577301;36.05551147
1478;0310245Y_SLE02;572693.0368;6281862.427;0;0.05;<;20;1;S2;0.05;131;6;3;3;16;8;2;4;21;51.62069702;552.9567871;2582.277832;230;10
1479;0310245Y_SLE03;574130.647;6282525.178;0;0.05;<;20;9;S2;0.05;138;6;3;2;7;7;4;3;41;161.2468109;1302.53833;2915.014404;1564.672485;44.72135925
1480;0310917D_SLU01;572452.8458;6279834.199;0;0.05;<;12;1;S2;0.05;134.3819942;7;4;2;3;7;3;3;31;48.77639008;725.536377;1522.440796;36.05551147;30
1481;0310992K_SLU01;575934.9736;6280417.481;0;0.05;<;12;1;S2;0.05;193;8;5;2;7;7;4;3;42;181.2089844;818.267334;2133.512939;773.6924438;28.28427124
1482;0310993L_SLU01;575269.9558;6280922.309;0;0.05;<;12;1;S2;0.05;144.485601;15;5;2;2;7;3;3;32;19.87300682;275.1652832;1848.397583;417.2529297;40
1483;0311123C_SLU01;571980.1133;6276886.732;0;0.05;<;12;1;S2;0.05;142.2179967;6;3;2;15;7;2;3;21;192.9550629;1539.9198;3367.773682;980;20
1484;0311150G-0311503R-0311503R_P_SLU01;574749.7906;6278583.671;0;0.05;<;12;9;S2;0.05;145;18;6;8;9;3;4;2;41;78.60391998;489.9899292;1293.856201;539.3514404;0
1485;0311150G_0311503R_0311503R_P_SLU02;574942.4778;6278175.37;0;0.05;<;12;1;S2;0.05;144.7369263;18;6;8;15;3;2;2;21;158.0157471;325.2471924;1743.519287;460.4345703;28.28427124
1486;0311171E_SLE04;573525.4504;6279149.94;0;0.05;<;20;1;S2;0.05;136;18;6;1;1;6;3;3;32;29.68798447;856.4752808;633.7655029;147.6482239;10
1487;0311202N_SLU01;574955.0038;6278471.349;0;0.05;=;18;9;S2;0.05;145;18;6;8;15;3;2;2;21;95.6770401;491.4364014;1511.913818;342.3448486;20
1488;0311219G_SLU02;573758.2215;6279794.88;0;0.05;<;12;1;S2;0.05;142.9216012;18;6;1;7;6;4;3;41;101.3912048;548.8565674;274.1392517;205.9125977;50
1489;0311265G_SLU01;572373.5621;6284505.638;0;0.05;NA;NA;9;S2;0.05;130.4432025;6;3;9;15;5;2;2;21;329.2548828;1072.283081;5141.291016;50;31.62277603
1490;0311316MSLE01;573828.4954;6283621.293;0;0.05;<;20;1;S2;0.05;137;6;3;2;7;7;4;3;41;43.01088715;875.3381958;4012.739014;1145.294678;50
1491;0311316MSLE02;573848.0487;6283638.469;0;0.05;<;20;1;S2;0.05;137;6;3;2;7;7;4;3;41;55.59439087;900.4591064;4032.100586;1162.497314;30
1492;0311316MSLE03;573869.3647;6283659.056;0;0.05;<;20;1;S2;0.05;137;6;3;2;7;7;4;3;41;77.01647186;922.5982056;4051.566895;1179.576172;14.14213562
1493;0311316MSLE05;575191.9571;6282968.506;0;0.05;<;20;1;S2;0.05;137;6;3;2;15;7;2;3;21;58.21834946;1478.716064;3579.69165;1757.27063;50
1494;0311316MSLE06;575038.8716;6282560.329;0;0.05;<;20;1;S2;0.05;138;6;3;2;15;7;2;3;21;361.9464722;1665.38855;3139.680664;1760.82373;80.62257385
1495;0311328A_SLE02;573135.4737;6280527.568;0;0.05;<;20;1;S2;0.05;136.9841887;6;3;2;1;7;3;3;31;95.68017578;225.8780518;1236.976074;22.36067963;10
1496;0311328A_SLE03;574961.6454;6278551.723;0;0.05;<;20;1;S2;0.05;144.8836266;18;6;8;15;3;2;2;21;106.1757813;559.5077515;1459.425537;325.576416;10
1497;0311479P-0311479P_P_SLE04;574746.2466;6278275.71;0;0.05;<;20;9;S2;0.05;144;18;6;8;15;3;2;2;21;126.288147;203.5429535;1551.935425;560.8921509;10
1498;0311479P-0311479P_P_SLE05;574097.2118;6277866.183;0;0.05;<;20;1;S2;0.05;139.8180028;18;6;2;7;7;4;3;42;179.5326538;584.9832153;1754.673462;134.1640778;41.23105621
1499;0311631E_SLE03;574878.365;6278692.531;0;0.05;<;20;9;S2;0.05;144;18;6;8;15;3;2;2;21;161.5099335;636.0177002;1296.260864;400;20
1500;0311631E_SLE04;574728.352;6278561.637;0;0.05;<;20;9;S2;0.05;145.1137072;18;6;8;15;3;2;2;21;68.24790192;465.971405;1297.961182;556.5968018;20
1501;0311719A_SLU01;573466.5536;6280332.485;0;0.05;=;65;1;S2;0.05;137.9491705;6;3;2;15;7;2;3;21;104.7571335;442.1641541;874.8816528;331.0588989;72.11102295
1502;0311883D_SLU01;574860.8044;6278671.033;0;0.05;=;35;9;S2;0.05;144;18;6;8;15;3;2;2;21;166.35112;609.8833618;1296.661743;420.1190186;36.05551147
1503;0311964SSLE04;572278.4912;6284663.388;0;0.05;<;20;1;S2;0.05;129.1137072;6;3;9;16;5;2;2;21;273.1887512;885.689209;5324.536133;72.11102295;164.9242249
1504;0311964SSLE05;568972.0211;6279537.611;0;0.05;<;20;1;S2;0.05;140.296396;5;3;14;19;1;1;1;11;252.8148193;1477.847412;4986.885254;67.08203888;228.03508
1505;0312004KSLE05;572921.5055;6276922.712;0;0.05;<;20;1;S2;0.05;139.3040539;6;3;2;9;7;4;3;41;206.9646759;1298.696289;2885.964844;40;0
1506;0312151V_SLU01;573823.7657;6281796.035;0;0.05;=;24;9;S2;0.05;138.2009083;6;3;2;2;7;3;3;31;162.1040955;514.5609741;2184.682129;854.7514038;14.14213562
1507;0312178Z_0310227D_SLU02;575026.5153;6282648.698;0;0.05;<;12;1;S2;0.05;138;6;3;2;15;7;2;3;21;357.5875549;1743.824097;3221.08667;1846.104004;98.4885788
1508;0312356TSLE03;577808.6567;6278152.047;0;0.05;<;20;1;S2;0.05;160.8943508;11;5;2;15;7;2;3;22;321.3737793;1613.325684;4111.402832;637.887146;121.6552505
1509;0312356TSLE04;577671.3867;6277831.977;0;0.05;<;20;1;S2;0.05;166.0791996;15;5;2;15;7;2;3;22;668.4081421;1531.098633;4108.960449;804.1144409;70.7106781
1510;310795000_SLU01;574876.4853;6279152.555;0;0.05;<;12;1;S2;0.05;145.2177134;18;6;1;9;6;4;3;41;87.19091797;1074.572021;1022.682129;440;0
1511;310795000_SLU02;575196.2235;6279474.215;0;0.05;<;12;1;S2;0.05;148.1819972;18;6;1;7;6;4;3;41;48.74440002;1314.798096;1241.471558;160.3121948;10
1512;FGU-TLS-0;570939.18;6285739.498;0;0.05;<;20;1;S2;0.05;130.0165888;7;4;16;17;1;1;1;11;139.113678;923.9877319;6836.749512;349.8571167;30
1513;FGU-TLS-1;577796.6749;6273872.399;0;0.05;<;10;1;S2;0.05;143;5;3;2;19;7;1;3;12;659.2834473;1387.825562;6902.120605;537.5872192;22.36067963
1514;FGU-TLS-10;568659.6445;6285638.249;0;0.05;<;20;1;S2;0.05;144;4;2;3;11;8;4;4;42;944.0040283;2390.108643;8032.673828;1024.597534;40
1515;FGU-TLS-11;574340.9609;6273124.663;0;0.05;=;11;1;S2;0.05;194.2917209;11;5;18;4;4;3;2;32;970.5258179;1247.324463;6500.325195;531.5072632;14.14213562
1516;FGU-TLS-12;571847.1131;6275052.958;0;0.05;=;39;1;S2;0.05;145.9493343;6;3;9;15;5;2;2;21;299.9923706;953.4838257;5026.819824;136.0147095;56.56854248
1517;FGU-TLS-13;577091.8734;6281179.271;0;0.05;=;120;1;S2;0.05;136;5;3;9;15;5;2;2;21;591.1717529;1056.859375;3505.091797;392.9376526;22.36067963
1518;FGU-TLS-14;582346.0947;6281891.578;0;0.05;<;20;1;S2;0.05;195.9468003;15;5;2;2;7;3;3;32;1482.786011;1862.719482;8688.213867;3337.439209;20
1519;FGU-TLS-15;563376.3138;6287167.791;0;0.05;<;20;1;S2;0.05;176.1478904;2;1;9;19;5;1;2;12;706.3330688;2701.192139;13008.91309;281.7800598;22.36067963
1520;FGU-TLS-16;580119.3305;6279455.342;0;0.05;=;31;1;S2;0.05;175.9515675;11;5;2;14;7;4;3;42;2181.081787;3869.618652;6155.668945;1922.00415;70.7106781
1521;FGU-TLS-17;579312.5968;6274727.3;0;0.05;=;24;1;S2;0.05;149;3;2;13;19;4;1;2;12;226.630127;662.7155151;7243.709961;954.6203613;50
1522;FGU-TLS-18;577607.7714;6281256.049;0;0.05;<;20;1;S2;0.05;136.3819942;5;3;13;17;4;1;2;11;703.6676025;1327.674805;3995.847656;114.01754;150.332962
1523;FGU-TLS-19;580375.3907;6281176.832;0;0.05;=;23;1;S2;0.05;208.4346886;16;5;2;2;7;3;3;32;2315.138184;3182.433838;6603.066406;2810.498291;56.56854248
1524;FGU-TLS-2;576118.8905;6274489.473;0;0.05;=;20;1;S2;0.05;153.9543729;3;2;3;16;8;2;4;22;231.6424255;1728.218384;5554.105957;612.2091064;22.36067963
1525;FGU-TLS-20;566606.6579;6280516.323;0;0.05;<;20;1;S2;0.05;155.8172473;4;2;2;16;7;2;3;22;627.1763306;541.7302246;7411.300781;2422.436768;28.28427124
1526;FGU-TLS-21;578450.7597;6286413.176;0;0.05;<;20;1;S2;0.05;202.0431993;16;5;2;2;7;3;3;32;197.3863678;3428.205078;8145.45166;304.1381226;28.28427124
1527;FGU-TLS-22;566616.8005;6272343.146;0;0.05;=;39;1;S2;0.05;166.9216012;4;2;2;7;7;4;3;42;401.7694702;2451.914307;10335.20117;1578.353516;28.28427124
1528;FGU-TLS-23;578018.305;6282958.909;0;0.05;<;20;1;S2;0.05;151.0431993;3;2;3;2;8;3;4;32;238.7506104;631.7823486;5258.991211;800.9993896;22.36067963
1529;FGU-TLS-24;567459.3568;6289350.247;0;0.05;<;20;1;S2;0.05;123.2072008;13;5;2;13;7;4;3;42;431.1059875;3249.022217;11713.62598;127.2792206;10
1530;FGU-TLS-25;569516.6258;6283031.719;0;0.05;<;20;1;S2;0.05;146.9292314;4;2;2;9;7;4;3;42;400.0126648;385.8487854;5609.790039;58.30952072;0
1531;FGU-TLS-26;565932.8681;6282313.518;0;0.05;<;20;1;S2;0.05;169.5396016;17;6;15;17;4;1;2;11;2017.964722;1299.304932;8468.492188;1726.962646;40
1532;FGU-TLS-27;570037.7585;6278216.63;0;0.05;<;20;1;S2;0.05;154;4;2;2;19;7;1;3;12;185.3022766;311.1853027;4165.039063;1330.939575;143.1782074
1533;FGU-TLS-28;571594.7798;6278098.383;0;0.05;<;20;1;S2;0.05;140.1819972;6;3;2;15;7;2;3;21;162.6616669;510.9780273;2806.898682;1647.93811;14.14213562
1534;FGU-TLS-29;563969.4685;6277108.12;0;0.05;<;20;1;S2;0.05;162.1999755;4;2;2;15;7;2;3;22;524.6817017;3903.388916;10304.16992;629.6824341;36.05551147
1535;FGU-TLS-3;577474.0946;6283837.493;0;0.05;=;28;1;S2;0.05;137.1395979;5;3;17;3;4;3;2;31;443.7328796;964.3692017;5499.257813;90;72.80110168
1536;FGU-TLS-30;572489.4993;6289608.767;0;0.05;<;20;1;S2;0.05;127;5;3;2;7;7;4;3;41;594.7332153;796.8473511;10108.81543;238.5372162;22.36067963
1537;FGU-TLS-31;560839.152;6281795.735;0;0.05;<;20;1;S2;0.05;158.0812213;5;3;13;19;4;1;2;11;1547.80896;5725.989746;13306.26172;3026.879639;72.80110168
1538;FGU-TLS-32;569389.0598;6273761.018;0;0.05;=;30;1;S2;0.05;161.0179997;4;2;2;7;7;4;3;42;295.1967163;1248.775513;7427.046875;1428.985596;67.08203888
1539;FGU-TLS-33;564771.6536;6285050.411;0;0.05;<;20;1;S2;0.05;139.5570898;5;3;13;15;4;2;2;21;361.2082825;1237.003906;10676.52148;31.62277603;70.7106781
1540;FGU-TLS-34;566936.6412;6277401.262;0;0.05;<;20;1;S2;0.05;146.7316263;5;3;8;19;3;1;2;11;433.7664185;1427.169434;7365.632324;98.4885788;50
1541;FGU-TLS-35;574101.0833;6276662.209;0;0.05;<;20;1;S2;0.05;142;6;3;2;2;7;3;3;31;57.90523529;692.4783936;2952.604248;460.6517029;58.30952072
1542;FGU-TLS-36;570297.138;6286311.667;0;0.05;<;20;1;S2;0.05;123;7;4;15;20;4;2;2;21;890.0693359;1746.987183;7637.939453;210;67.08203888
1543;FGU-TLS-37;574902.8516;6282512.42;0;0.05;<;20;9;S2;0.05;138;6;3;2;15;7;2;3;21;457.8703918;1709.157959;3050.052002;1685.140991;60
1544;FGU-TLS-38;571001.8049;6279380.946;0;0.05;<;20;9;S2;0.05;140.5715531;6;3;8;15;3;2;2;21;115.1069794;374.6626587;2965.300537;1004.489929;70
1545;FGU-TLS-39;575798.2731;6280357.304;0;0.05;=;24;1;S2;0.05;192.1819972;8;5;2;15;7;2;3;22;204.0056305;868.8852539;1981.216553;621.7716675;10
1546;FGU-TLS-4;578938.3549;6275325.777;0;0.05;=;19;1;S2;0.05;144.9820003;5;3;13;19;4;1;2;11;199.7092285;400.0392761;6567.891113;788.1624146;78.10249329
1547;FGU-TLS-5;570682.4489;6276060.273;0;0.05;<;10;1;S2;0.05;146.4963992;6;3;8;7;3;4;2;41;575.2897339;1366.965698;4830.560547;80;40
1548;FGU-TLS-6;581416.0625;6276948.89;0;0.05;=;15;1;S2;0.05;147.2783958;5;3;2;16;7;2;3;21;2554.919189;2603.739014;7913.881348;2640;63.24555206
1549;FGU-TLS-7;579283.9949;6279621.168;0;0.05;<;20;1;S2;0.05;181.6891735;16;5;2;15;7;2;3;22;1597.775146;3375.851074;5323.610352;1245.552124;44.72135925
1550;FGU-TLS-8;580231.4874;6275748.244;0;0.05;=;29;1;S2;0.05;154.1207982;15;5;2;15;7;2;3;22;902.8157959;965.215332;7357.244141;1662.077026;30
1551;FGU-TLS-9;581314.3537;6284156.074;0;0.05;<;20;1;S2;0.05;148.5335725;5;3;9;16;5;2;2;21;854.5519409;1274.430298;8642.386719;1223.315186;10
1552;SLU_0310950P_01;576355.3396;6277179.518;0;0.05;<;20;1;S2;0.05;153.3355508;15;5;2;15;7;2;3;22;291.141571;1091.313477;3410.598145;490.4079895;14.14213562
1553;SLU_0311008C_01;578093.5946;6278139.681;0;0.05;<;20;1;S2;0.05;142.8037309;5;3;3;15;8;2;4;21;281.2348633;1903.360107;4387.062012;350;30
1554;SLU_310785878_01;576200.7147;6279353.365;0;0.05;<;20;1;S2;0.05;183.6424041;15;5;2;7;7;4;3;42;106.2925034;1090.420044;2248.633057;802.2468262;22.36067963
1555;T14-31045-SC2;575823.9717;6280590.24;0;0.2;NA;NA;1;S2;0.2;186.926978;16;5;2;3;7;3;3;32;290.9904785;676.4556274;2105.760742;774.2092896;22.36067963
1556;T14-31046-S1;571491.9797;6280606.395;0;0.2;=;19;1;S2;0.2;133.8529357;7;4;2;2;7;3;3;31;182.4309692;1222.897339;2657.830078;36.05551147;22.36067963
1557;T14-31047-SC3;570242.3785;6273998.405;0;0.3;<;10;1;S2;0.3;156.4539944;4;2;3;7;8;4;4;42;153.7060089;622.6530762;6728.968262;1874.726685;10
1558;T14-31048-S5;570508.1686;6274673.235;0.3;0.5;NA;NA;1;E1;0.2;150.1987506;6;3;2;2;7;3;3;31;221.6132202;127.7169418;6028.776855;1177.200073;10
1559;T14-31052-S6S;571581.342;6284062.358;0;0.5;NA;NA;1;E1;0.5;127.6258903;6;3;13;17;4;1;2;11;507.8171997;1395.073486;5049.865723;450;252.3885956
1560;T15-31027-FdF1;571423.3966;6277172.061;0.85;0.9;=;31;1;E1;0.05;143.0701077;6;3;2;1;7;3;3;31;397.5446777;1449.832153;3519.215088;1328.231934;36.05551147
1561;T15-31031-ST3;577355.2302;6280915.197;0;0.3;<;10;1;S2;0.3;137.3819942;5;3;9;15;5;2;2;21;297.0901184;1354.332642;3634.228027;192.3538361;22.36067963
1562;T15-31075-S9;578116.3388;6278710.746;0;0.5;<;10;1;E1;0.5;140;5;3;4;2;8;3;4;31;302.4537354;1971.73584;4249.898438;202.4845734;60
1563;T15-31081-S2;571647.826;6281190.3;0;0.5;NA;NA;1;E1;0.5;130;6;3;2;3;7;3;3;31;130.6360474;1094.371338;2804.181885;507.7400818;60.82762527
1564;T16-31007-SP3;572547.1432;6280736.725;0;0.5;<;10;1;E1;0.5;133.9216012;6;3;3;1;8;3;4;31;108.2719574;287.6028748;1812.191528;218.4032898;72.11102295
1565;T16-31037-S4-1;569724.558;6277048.345;0;0.55;=;13;1;E1;0.55;156;4;2;2;2;7;3;3;32;193.0978394;1516.780029;4949.599609;1372.770874;14.14213562
1566;T17-31010-S-1;567964.1122;6291247.208;0;1;NA;NA;1;E1;1;118.1620298;7;4;6;6;8;3;4;31;18.16415215;2234.068359;13094.12793;120.415947;84.85281372
1567;FGU01;575937.077;6280438.416;0;0.05;<;10;1;S2;0.05;192.9230122;16;5;2;7;7;4;3;42;201.0310822;798.4348755;2141.189941;782.9431763;41.23105621
1568;FGU01;575937.077;6280438.416;0.05;1;<;10;1;E1;0.95;192.9230122;16;5;2;7;7;4;3;42;201.0310822;798.4348755;2141.189941;782.9431763;41.23105621
1569;FGU01;575937.077;6280438.416;1;2;<;10;1;E2;1;192.9230122;16;5;2;7;7;4;3;42;201.0310822;798.4348755;2141.189941;782.9431763;41.23105621
1570;FGU01;575937.077;6280438.416;2;3;<;10;1;E3;1;192.9230122;16;5;2;7;7;4;3;42;201.0310822;798.4348755;2141.189941;782.9431763;41.23105621
1571;FGU01;575937.077;6280438.416;3;4;<;10;1;E4;1;192.9230122;16;5;2;7;7;4;3;42;201.0310822;798.4348755;2141.189941;782.9431763;41.23105621
1572;FGU01;575937.077;6280438.416;4;5;<;10;1;E5;1;192.9230122;16;5;2;7;7;4;3;42;201.0310822;798.4348755;2141.189941;782.9431763;41.23105621
1573;FGU02;572849.227;6279782.04;0;0.05;=;27;1;S2;0.05;134.1215981;7;4;2;7;7;4;3;41;73.60391235;424.0084229;1129.33252;126.4911041;28.28427124
1574;FGU02;572849.227;6279782.04;0.05;1;<;10;1;E1;0.95;134.1215981;7;4;2;7;7;4;3;41;73.60391235;424.0084229;1129.33252;126.4911041;28.28427124
1575;FGU02;572849.227;6279782.04;1;2;<;10;1;E2;1;134.1215981;7;4;2;7;7;4;3;41;73.60391235;424.0084229;1129.33252;126.4911041;28.28427124
1576;FGU02;572849.227;6279782.04;2;3;<;10;1;E3;1;134.1215981;7;4;2;7;7;4;3;41;73.60391235;424.0084229;1129.33252;126.4911041;28.28427124
1577;FGU02;572849.227;6279782.04;3;4;<;10;1;E4;1;134.1215981;7;4;2;7;7;4;3;41;73.60391235;424.0084229;1129.33252;126.4911041;28.28427124
1578;FGU02;572849.227;6279782.04;4;5;<;10;1;E5;1;134.1215981;7;4;2;7;7;4;3;41;73.60391235;424.0084229;1129.33252;126.4911041;28.28427124
1579;FGU03;572012.014;6281313.036;0;0.05;=;25;1;S2;0.05;131;6;3;2;15;7;2;3;21;224.5253143;851.4067993;2584.550537;350.1428223;36.05551147
1580;FGU03;572012.014;6281313.036;0.05;1;=;13;1;E1;0.95;131;6;3;2;15;7;2;3;21;224.5253143;851.4067993;2584.550537;350.1428223;36.05551147
1581;FGU03;572012.014;6281313.036;1;2;<;10;1;E2;1;131;6;3;2;15;7;2;3;21;224.5253143;851.4067993;2584.550537;350.1428223;36.05551147
1582;FGU03;572012.014;6281313.036;2;3;<;10;1;E3;1;131;6;3;2;15;7;2;3;21;224.5253143;851.4067993;2584.550537;350.1428223;36.05551147
1583;FGU03;572012.014;6281313.036;3;4;<;10;1;E4;1;131;6;3;2;15;7;2;3;21;224.5253143;851.4067993;2584.550537;350.1428223;36.05551147
1584;FGU03;572012.014;6281313.036;4;5;<;10;1;E5;1;131;6;3;2;15;7;2;3;21;224.5253143;851.4067993;2584.550537;350.1428223;36.05551147
1585;FGU04;575286.125;6280848.85;0;0.05;<;10;1;S2;0.05;145.2553851;15;5;2;2;7;3;3;32;57.94908524;264.5772705;1813.989746;386.005188;58.30952072
1586;FGU04;575286.125;6280848.85;0.05;1;<;10;1;E1;0.95;145.2553851;15;5;2;2;7;3;3;32;57.94908524;264.5772705;1813.989746;386.005188;58.30952072
1587;FGU04;575286.125;6280848.85;1;2;<;10;1;E2;1;145.2553851;15;5;2;2;7;3;3;32;57.94908524;264.5772705;1813.989746;386.005188;58.30952072
1588;FGU04;575286.125;6280848.85;2;3;<;10;1;E3;1;145.2553851;15;5;2;2;7;3;3;32;57.94908524;264.5772705;1813.989746;386.005188;58.30952072
1589;FGU04;575286.125;6280848.85;3;4;<;10;1;E4;1;145.2553851;15;5;2;2;7;3;3;32;57.94908524;264.5772705;1813.989746;386.005188;58.30952072
1590;FGU04;575286.125;6280848.85;4;5;<;10;1;E5;1;145.2553851;15;5;2;2;7;3;3;32;57.94908524;264.5772705;1813.989746;386.005188;58.30952072
